PROLIFIC_PID	Task	word_1	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	word_10	word_11	word_12	word_13	word_14	word_15	word_16	word_17	word_18	word_19	word_20
6392 588	CFA	boardinghouse	luncheonette	tavern	pub	publican	hostelry	boozer	tippler	drinker	drunk	drunkard	winos	derelict	vagrant	loiterer	panhandler	panhandle	jaywalker	jaywalk	pedestrian
6392 589	CFA	transgressing	transgress	flout	contravene	contravention	violation	violate	infringe	offend	disrespect	denigrate	impugn	undermine	endanger	jeopardize	threaten	disrupt	destroy	devastate	decimate
6392 590	CFA	seeker	conniver	flibbertigibbet	lecher	philanderer	cuckold	wastrel	lech	womanizer	playboy	womanize	philander	adulterous	adulterer	unfaithful	infidelity	unfaithfulness	adultery	extramarital	mistress
6392 591	CFA	stewarde	steward	racecourse	paddock	stable	horse	pony	racehorse	thoroughbred	stallion	mare	foal	yearling	yearle	colt	geld	trotter	filly	gelding	sire
6392 592	CFA	marcher	demonstrator	demonstration	protest	protester	protestor	activist	campaigner	advocate	advocacy	group	activism	environmentalism	environmentalist	conservationist	conservation	environmental	ecological	ecology	biodiversity
6392 593	CFA	lesion	tumor	metastasis	malignancy	cancer	lymphomas	sarcoma	carcinomas	carcinoma	melanoma	melanomas	polyp	nodule	cyst	calculi	nodular	cystic	luminal	duodenal	lymphatic
6392 595	CFA	hemisphere	equator	equatorial	tropic	latitude	troposphere	ionosphere	magnetosphere	jovian	lithosphere	hydrosphere	landmass	rifte	latitudinal	paleomagnetic	landform	fauna	metamorphism	igneous	hornblende
6392 596	CFA	bookie	bookmaker	punter	bettor	bet	wager	gambling	bookmake	gambler	poker	blackjack	roulette	crap	casino	game	bingo	jackpot	lottery	lotto	winning
6392 597	CFA	bug	eavesdrop	wiretap	wiretappe	spy	espionage	counterintelligence	counterespionage	intelligence	counterterrorism	terrorism	terrorist	terror	jihadist	jihad	jihadis	extremist	extremism	militancy	radicalism
6392 598	CFA	visage	coif	hairdo	pompadour	bouffant	afros	dashiki	muumuus	negligee	shirtwaist	pinafore	dress	frock	gown	blouse	skirt	cardigan	culotte	legging	tight
6392 599	CFA	aki	hari	aar	roz	kab	kahan	karna	jaan	badi	tarah	teri	kaa	sada	zara	hein	sab	karo	aag	paar	kono
6392 600	CFA	afterlife	earthly	eternal	heavenly	celestial	divine	blessedness	beatitude	holiness	fulness	lowliness	fleshly	immanence	pantheistic	sublimity	vivify	effulgence	infinitude	atman	ananda
6392 601	CFA	disbursement	payment	reimbursement	expense	expenditure	cost	fee	surcharge	taxis	surtax	tax	levy	taxation	taxable	income	deduction	deduct	nondeductible	deductibility	deductible
6392 602	CFA	paratrooper	infantryman	infantry	battalion	platoon	regiment	squadron	airmen	soldier	solider	serviceman	troop	marine	guardsman	reservist	leatherneck	paratroop	army	military	commander
6392 603	CFA	compactness	ruggedness	durability	reliability	robustness	sturdiness	solidity	lightness	elegance	stylishness	simplicity	practicality	handiness	smoothness	fluidity	suppleness	gracefulness	naturalness	expressiveness	subtlety
6392 604	CFA	vulcanization	thermosette	granulate	noncorrosive	carbide	lamination	eutectic	anneal	substrate	polymeric	polymer	membrane	polymerization	hydrolysis	oxidation	oxidize	titania	titanate	zirconate	peroxide
6392 605	CFA	webinar	seminar	workshop	symposium	lecture	symposia	colloquia	colloquium	presentation	conference	meeting	session	plenarie	confab	summit	briefing	teleconference	luncheon	social	gathering
6392 606	CFA	snuggle	cuddle	nuzzles	slobber	drool	bawl	fondle	pee	poop	puke	vomit	defecate	barfs	waddle	saunter	plop	toddle	amble	scurry	slink
6392 607	CFA	torrent	torrential	deluge	flood	inundation	inundate	swamp	overflow	flow	pour	seep	spill	drip	soak	drench	sodden	waterlogge	muddy	soggy	downpour
6392 608	CFA	shoplift	shoplifter	burglar	burglary	larceny	housebreak	robbery	theft	heist	holdup	stickup	carjacking	carjack	robber	thief	vandal	vandalism	vandalize	burglarize	rob
6392 609	CFA	employ	hire	rehire	layoff	furlough	cutback	cut	reduction	increase	decrease	decline	slowdown	recession	recessionary	downturn	slump	falloff	uptick	upturn	upswe
6392 610	CFA	clubhouse	dugout	bleacher	grandstand	stadium	stadia	ballpark	arena	venue	coliseum	gymnasium	auditorium	auditoria	loge	concourse	restroom	bathroom	washroom	toilet	lavatory
6392 611	CFA	intraocular	corneal	retinal	cornea	retina	retinas	brain	cerebellum	cortex	cortical	neural	neuron	synapsis	synapse	axon	dendrite	cilia	cilium	organelle	protein
6392 612	CFA	station	outlet	shop	supermarket	store	retailer	retail	superstore	megastore	mall	shopping	shopper	grocer	grocery	drugstore	pharmacy	pharmacist	druggist	wholesaler	distributor
6392 613	CFA	schlock	schlocky	cheesy	corny	cornball	hokey	campy	goofy	zany	wacky	quirky	whimsical	offbeat	kooky	oddball	eccentric	idiosyncratic	endear	charming	lovable
6392 614	CFA	brandish	flaunt	exude	ooze	radiate	imbue	suffuse	impart	lend	give	bring	convey	capture	encapsulate	epitomize	personifie	typifie	exemplify	demonstrate	embodie
6392 615	CFA	doorstep	shore	beach	shoreline	waterway	estuary	wetland	marsh	mangrove	reef	coral	intertidal	seabed	coastline	coastal	coast	ocean	sea	water	river
6392 616	CFA	jovian	magnetosphere	ionosphere	troposphere	lithosphere	hydrosphere	nebular	spheroidal	spacetime	singularity	dynamical	gravitational	vortex	atom	nuclei	electron	ion	photon	particle	molecule
6392 617	CFA	afresh	anew	dispassionately	pragmatically	sensibly	rationally	intelligently	prudently	responsibly	maturely	soberly	thoughtfully	carefully	sensitively	skillfully	masterfully	adroitly	shrewdly	cleverly	deftly
6392 619	CFA	dinner	brunch	luncheon	banquet	social	potluck	together	picnic	barbecue	cookout	barbeque	luaus	luau	clambake	supper	feast	repast	fondue	nosh	appetizer
6392 620	CFA	sky	cloud	thundercloud	thunderhead	cumulus	cirrus	isobar	ridge	anticyclone	northerly	easterly	westerly	southerly	wind	gale	gust	squall	thunderstorm	storm	downpour
6392 621	CFA	heckler	heckle	boo	jeer	shout	scream	shriek	yelp	yell	holler	squeal	screech	squawk	howl	growl	wail	whine	moan	bleat	bray
6392 622	CFA	primate	chimpanzee	gorilla	chimp	ape	orangutan	gibbon	tiger	rhino	elephant	leopard	lion	antelope	giraffe	addax	cheetah	hippos	hippo	hippopotamus	crocodile
6392 623	CFA	afros	pompadour	bouffant	coif	mousse	cornrow	hairdo	hairstyle	hair	mane	tresse	coiffure	wig	dreadlock	mohawk	goatee	beard	mustache	sideburn	ponytail
6392 624	CFA	midlevel	cadre	coterie	clique	elite	plutocrat	elitist	cabal	oligarchy	oligarchic	plutocracy	corporatist	plutocratic	globalist	capitalist	oligarch	nomenklatura	aristocracy	propertie	collectivist
6392 625	CFA	cantilever	helix	dimer	molecule	protein	enzyme	receptor	peptide	antibody	antibodie	antigen	murine	erythrocyte	leukocyte	somatostatin	glucokinase	catalase	vesicle	organelle	cilium
6392 626	CFA	abrade	roughen	waviness	corrugation	curvature	spheroidal	carbide	ductile	ductility	modulu	tensile	stiffener	lamination	sleeve	ferrule	flange	countersunk	countersink	sheave	platen
6392 627	CFA	biff	clout	uppercut	miscue	sky	loft	cannon	palm	flick	volley	fizz	parry	deflect	lob	deflection	crossbar	header	inrushe	onrushe	angle
6392 628	CFA	spunki	plucky	foxiest	bubbliest	perkiest	sassy	bitchy	sauciest	catty	horny	naughtiest	raunchiest	funniest	hilarious	witty	humorous	funny	amusing	comical	goofy
6392 629	CFA	werewolf	vampire	vamp	undead	zombie	monster	beastie	creature	critter	spider	insect	wasp	ant	bee	honeybee	beetle	moth	caterpillar	aphid	mite
6392 630	CFA	colonoscopy	mammogram	mammography	radiologist	radiology	cardiologist	cardiology	physician	clinician	urologist	surgeon	doctor	gynecologist	obstetrician	obstetric	midwive	obstetrical	neonatal	pediatric	patient
6392 631	CFA	spangle	bedazzle	dazzle	enrapture	enchant	charm	captivate	enthral	fascinate	intrigue	enamor	smitten	entrance	mesmerize	awestruck	awed	amaze	astonish	flabbergast	astound
6392 632	CFA	network	digital	digitally	digitize	digitization	microfilm	archival	archive	workflow	automate	automation	optimization	optimize	simplify	simplifie	streamline	facilitate	centralize	standardize	integrate
6392 633	CFA	buckle	unbuckled	seatbelt	unbuckle	unlatch	unfasten	unsnapped	unlatche	fasten	strap	unclasp	unsnap	unclasped	clasp	zipper	velcro	neoprene	gaiter	gussete	stiffener
6392 634	CFA	demo	demos	demoed	preview	showcase	feature	spotlight	highlight	underscore	underline	underlining	emphasize	stress	reiterate	reaffirm	affirm	reemphasize	elaborate	allude	mention
6392 635	CFA	rediscover	discover	uncover	learn	convince	find	persuade	enlist	seduce	kidnap	befriend	flee	abduct	terrorize	commandeer	infiltrate	sneak	pretend	conspire	invent
6392 636	CFA	ventura	lyon	adam	russell	thompson	henderson	richard	gordon	walsh	derek	wallace	williams	mitchell	crawford	dunn	joel	corey	tyler	nigel	adrian
6392 637	CFA	editorialize	reportage	reportorial	journalism	journalistic	objectivity	impartiality	impartial	impartially	unbiased	unprejudiced	dispassionate	evenhanded	truthful	honest	forthright	candid	frank	insightful	thoughtful
6392 638	CFA	cane	wheelchair	walker	crutche	crutch	limp	hobble	gimpy	wobbly	unsteady	shaky	iffy	questionable	doubtful	uncertain	dicey	precarious	tenuous	perilous	treacherous
6392 639	CFA	authentication	logon	password	login	username	logout	superuser	telnet	xterm	kvm	mysql	svn	grep	awk	openoffice	osx	linux	slackware	debian	kde
6392 640	CFA	queen	princess	monarch	monarchy	monarchical	kingship	throne	prince	king	royal	palace	castle	ducal	nobleman	noble	aristocracy	aristocrat	courtier	commoner	monarchs
6392 641	CFA	enfeeble	palsy	syphilitic	lumpish	dipsomaniac	lecher	slattern	slatternly	sluttish	blowzy	blowsy	shrewish	harridan	termagant	harpy	virago	fussbudget	priggish	prig	prissy
6392 642	CFA	machine	computer	copier	printer	copi	photocopier	photocopy	print	bindery	linotype	typeset	typesetter	proofreader	pressman	pagination	rotogravure	phototypesette	compositor	lithographer	typographer
6392 643	CFA	unwound	liquidate	insolvent	liquidation	insolvency	receivership	bankruptcy	bankrupt	creditor	bondholder	debtholder	lender	debtor	borrower	loan	repayment	debt	indebtedness	borrowing	borrow
6392 644	CFA	imus	yuu	michele	danielle	lindsey	jessie	sandra	jesse	whitney	jar	becky	lori	kristin	christina	nikki	meyer	christine	jensen	susie	teresa
6392 645	CFA	chant	shout	bellow	scream	holler	shriek	squeal	giggle	yell	bark	hiss	growl	yelp	howl	cackle	caw	whimper	cry	wail	sob
6392 646	CFA	brisket	tenderloin	steak	meat	sirloin	porterhouse	filet	fillet	butterflie	cutlet	loin	poussin	chateaubriand	bearnaise	sweetbread	ragout	ragu	marsala	alfredo	escarole
6392 647	CFA	inessential	frippery	frivolity	entertainment	accoutrement	gewgaw	geegaw	gimcrack	doodad	doohickey	gizmo	gadgetry	gadget	gismos	thingamajig	whatchamacallit	contraption	eggbeater	colander	doorstop
6392 648	CFA	enthrone	actualize	actualization	enthronement	dethronement	kingship	monarchical	monarch	throne	monarchy	monarchs	prince	royal	palace	king	queen	princess	commoner	aristocracy	noble
6392 649	CFA	energize	invigorate	reinvigorate	rejuvenate	refresh	revitalize	reborn	reinvent	remade	reshape	transform	refashion	redefine	rethought	reorient	reconfigure	retool	overhaul	rework	tweak
6392 650	CFA	nostrum	shibboleth	canard	claptrap	balderdash	hogwash	bunkum	hooey	bullshit	baloney	nonsense	malarkey	poppycock	humbug	twaddle	drivel	tripe	crap	shit	fucking
6392 651	CFA	fresher	hungrier	sweet	crunchi	runny	tangy	tasty	creamy	chewier	fatty	starchy	oilier	woody	fleshier	gamier	puffier	greasier	flaky	gooey	tarter
6392 652	CFA	hostage	kidnap	abductor	kidnapper	captor	abduct	abduction	murder	rape	assault	accost	gunpoint	knifepoint	carjack	carjacker	robber	assailant	gunman	robbery	holdup
6392 653	CFA	debrief	interrogate	interrogation	interrogator	detainee	prisoner	inmate	jailer	jailor	jail	prison	penitentiary	convict	incarcerate	incarceration	detention	imprison	imprisonment	sentence	parole
6392 654	CFA	embitter	disunite	enfeeble	subjugate	oppress	enslave	terrorize	terrify	brutalize	intimidate	frighten	humiliate	embarrass	demoralize	belittle	denigrate	demonize	malign	discredit	vilify
6392 655	CFA	lsd	dru	parkinson	tylenol	advil	motrin	zyrtec	retin	pfizer	merck	walgreen	fedex	mastercard	paypal	viagra	valium	prozac	zoloft	diazepam	rx
6392 656	CFA	squeal	screech	scream	shriek	yelps	yelp	squawk	howl	growl	hiss	yowl	caterwaul	shrill	mewl	wail	warble	croon	falsetto	breathy	guttural
6392 657	CFA	cryptogram	rebus	acrostic	ideogram	pinyin	romanization	xiang	guo	liu	cai	zi	zhu	xia	xin	zhong	jiang	qe	zhou	jie	huan
6392 658	CFA	enthrone	sanctifie	consecrate	ordain	subjugate	oppress	enslave	imprison	brutalize	dehumanize	marginalize	impoverish	perpetuate	entrenche	undermine	debase	denigrate	demean	devalue	cheapen
6392 659	CFA	percentage	total	average	stat	statistic	number	figure	statistical	statistically	statistician	calculation	estimation	estimate	forecast	prediction	prognostication	guesstimate	projection	project	predict
6392 660	CFA	aid	hinder	hamper	impede	impair	inhibit	undermine	undercut	weaken	complicate	imperil	endanger	threaten	jeopardize	erode	diminish	dampen	depress	cripple	devastate
6392 661	CFA	earthy	creamy	crispiest	delicious	tasty	delectable	scrumptious	yummy	savory	tangy	buttery	flavorful	garlicky	spicy	crispy	chewy	crunchy	lemony	sweetish	vinegary
6392 662	CFA	decelerate	deceleration	slowdown	downturn	upturn	upswe	decline	falloff	uptick	upsurge	surge	spike	rise	drop	increase	decrease	reduction	reduce	high	lower
6392 663	CFA	strap	velcro	zipper	gussete	gaiter	stiffener	ferrule	sleeve	fusible	flange	countersunk	countersink	mortice	bevel	platen	sheave	bush	bushing	actuator	solenoid
6392 664	CFA	chih	hsien	hsiang	tsai	huang	hua	yao	hao	cheng	sheng	shen	zhong	xiang	huan	fei	pei	jiang	zhen	xin	tzu
6392 665	CFA	snootiness	pretentiousness	snobbery	elitism	pretension	snobbishness	smugness	condescension	cynicism	arrogance	hubris	stupidity	foolishness	idiocy	lunacy	inanity	pompousness	humorlessness	facetiousness	boastfulness
6392 666	CFA	watercolor	pastel	acrylic	painting	canvas	woodcut	etching	lithograph	artwork	sculpture	collage	portrait	portraiture	paint	painter	sculptor	artist	muralist	ceramicist	portraitist
6392 667	CFA	aflame	smolder	char	burn	scorch	torch	afire	alight	ablaze	ransack	vandalize	firebomb	destroy	damage	wreck	ruin	gutte	trash	smash	shatter
6392 668	CFA	bower	shrubbery	honeysuckle	foxglove	hollyhock	nasturtium	zinnias	petunias	hydrangea	geranium	perennial	annual	dahlia	fuchsias	clematis	begonias	begonia	aster	primrose	cyclaman
6392 669	CFA	debtor	creditor	bankruptcy	bankrupt	receivership	liquidation	insolvent	liquidate	insolvency	liquidator	mortgagee	repossession	foreclosure	foreclose	repossess	repossesse	mortgager	borrower	lender	loan
6392 670	CFA	codex	manuscript	papyrus	parchment	vellum	onionskin	foolscap	quarto	frontispiece	typescript	flyleaf	handwritten	typewritten	type	retype	typeset	print	photocopy	illegibly	illegible
6392 671	CFA	xref	jsp	drupal	wordpress	php	firefox	linux	mysql	debian	kde	osx	openoffice	mozilla	unix	macintosh	microsoft	api	sql	gui	usb
6392 672	CFA	hypertext	spellchecke	datatype	concatenate	iterator	subroutine	literal	operand	boolean	delimiter	hexadecimal	unicode	multibyte	ioctl	uninitialized	recursion	recursively	recursive	grep	awk
6392 674	CFA	buckeye	myrtle	honeysuckle	bayberry	catalpa	spirea	forsythia	viburnum	dogwood	rhododendron	hydrangea	clematis	shrub	shrubby	juniper	conifer	deciduous	evergreen	holly	arborvitae
6392 675	CFA	attempt	try	scramble	rush	hurry	scoot	scamper	sneak	scurry	amble	wander	roam	saunter	slink	glide	mosey	lope	skitter	plop	sidle
6392 676	CFA	shampoo	cream	lotion	moisturizer	moisturize	emollient	petrolatum	astringent	salicylic	pomade	whitener	mouthwashe	mouthwash	dentifrice	cleanser	depilatory	deodorant	antiperspirant	mascara	blusher
6392 677	CFA	accomodate	accommodate	cater	satisfy	satisfie	satiate	gratify	quench	sate	slake	whet	excite	arouse	provoke	elicit	evoke	convey	assuage	mollify	appease
6392 678	CFA	sickness	illness	pneumonia	bronchitis	tonsillitis	mononucleosis	tendonitis	tendinitis	soreness	bursitis	spasm	sore	sprain	contusion	injury	concussion	hamstring	groin	quadricep	knee
6392 679	CFA	wholesale	wholesaler	importer	import	export	exporter	manufacturer	supplier	distributor	retailer	store	grocer	grocery	supermarket	pharmacy	drugstore	superstore	megastore	shop	outlet
6392 680	CFA	mistake	misplace	mislay	pilfer	purloin	filch	swipe	heist	stolen	steal	thieve	snatch	grab	shove	elbow	bump	nick	chuck	fling	smash
6392 681	CFA	lintel	pilaster	pediment	caryatid	portico	porticos	archway	arch	balustrade	baluster	mullion	casement	jamb	wainscot	wainscotting	wainscote	panel	molding	valance	edging
6392 682	CFA	unconstraine	fetter	unfettere	unbridle	boundless	unrestraine	unbounde	limitless	infinite	inexhaustible	unquenchable	insatiable	voracious	ravenous	insatiably	raven	superabundant	omnivorous	gluttonous	gluttony
6392 683	CFA	potty	toilet	bathroom	restroom	lavatory	washroom	loo	urinal	commode	washbasin	washstand	bidet	kitchen	room	bedroom	kitchenette	dinette	chaise	settee	divan
6392 684	CFA	snake	python	alligator	reptile	lizard	crocodile	turtle	otter	mammal	creature	critter	rodent	toad	frog	rabbit	squirrel	fox	bird	owl	owlet
6392 685	CFA	flake	fleck	splodge	stippled	mottle	blackish	reddish	brownish	pinkish	purplish	grayish	whitish	yellowish	bluish	greenish	greyish	brown	coppery	verdigris	umbel
6392 687	CFA	spinet	piano	harpsichord	bassoon	trombone	cello	oboe	clarinet	saxophone	violin	viola	flute	mandolin	guitar	sax	vibraphone	percussion	percussionist	saxophonist	pianist
6392 688	CFA	eclipse	surpass	equal	better	best	outdistance	surpasse	outpace	outstrip	exceed	dwarf	rival	top	match	outshone	outshine	upstaged	overshadow	buoy	boost
6392 689	CFA	respect	adhere	obey	comply	complie	conform	abide	flout	contravene	violate	infringe	offend	disregard	ignore	defy	contradict	undermine	subvert	undercut	negate
6392 690	CFA	dispel	scotch	allay	quell	subside	ease	dissipate	evaporate	fade	wane	dwindle	shrunk	ebb	abate	recede	diminish	lessen	dull	dim	dampen
6392 691	CFA	slams	lambast	denounce	criticize	decrie	lambaste	deride	excoriate	castigate	chastise	chide	assail	scold	berate	accuse	flay	laud	applaud	commend	praise
